ID,Income,CCAvg,Personal Loan,CreditCard
1052,54,0.2,0,0
1053,49,2.2,0,1
1054,51,2.8,0,0
1055,8,0.6,0,0
1056,62,1,0,0
1057,25,0.67,0,0
1058,63,1.75,0,0
1059,24,0.2,0,0
1060,11,0.1,0,1
1061,23,0.1,0,1
1062,33,1.4,0,0
1063,83,3.8,1,0
1064,39,1.4,0,1
1065,138,6.9,1,0
1066,113,2.5,0,1
1067,125,0.5,1,0
1068,195,1.7,0,0
1069,105,1.2,0,0
1070,75,3.5,1,0
1071,40,1,0,0
1072,61,0.5,0,0
1073,75,4.5,0,0
1074,122,0,0,1
1075,75,3,0,1
1076,59,0.2,0,0
1077,24,1,0,0
1078,175,3.3,1,0
1079,39,0.8,0,1
1080,145,6.8,0,0
1081,24,0.4,0,0
1082,20,0.1,0,0
1083,85,2.6,0,0
1084,65,2.6,0,0
1085,191,5.6,1,0
1086,11,0,0,0
1087,40,1,0,0
1088,54,0.7,0,0
1089,95,3.8,0,1
1090,94,1,0,0
1091,79,2.2,0,0
1092,48,0.3,0,1
1093,70,2.6,0,0
1094,40,0.1,0,0
1095,44,1.8,0,1
1096,43,1.4,0,0
1097,29,0.3,0,0
1098,188,1.3,1,1
1099,114,0,0,1
1100,52,0.7,0,0
1101,13,0.2,0,0
1102,95,0.5,0,0
1103,84,2.9,0,0
1104,49,1.8,0,0
1105,181,1.7,0,1
1106,182,0.3,1,1
1107,70,2.7,0,0
1108,79,1.1,0,1
1109,61,2.8,0,1
1110,121,2.1,0,0
1111,34,0.2,0,0
1112,183,1,0,0
1113,51,1.6,0,1
1114,70,0.3,0,1
1115,39,1.7,0,1
1116,84,2,0,0
1117,122,7,0,1
1118,145,1.7,0,1
1119,98,0.4,0,1
1120,79,1,0,0
1121,38,2,0,1
1122,49,0.7,0,1
1123,38,1,0,0
1124,91,2.6,0,0
1125,29,0.2,0,1
1126,172,6.5,0,0
1127,104,3.7,1,1
1128,58,2.5,0,1
1129,171,1.9,1,0
1130,73,3.3,1,1
1131,191,2.9,0,0
1132,90,4.5,0,0
1133,55,2.3,0,1
1134,28,2,0,0
1135,42,2.5,0,0
1136,9,0.1,0,0
1137,65,1.5,0,0
1138,134,4.5,1,0
1139,83,3.4,0,0
1140,38,1,0,0
1141,13,0.3,0,1
1142,143,2.9,1,0
1143,75,1.9,0,0
1144,120,3.2,1,0
1145,91,2.8,0,0
1146,99,1.5,0,1
1147,71,0.1,0,0
1148,111,0.8,0,0
1149,108,5.2,0,0
1150,158,7.4,0,0
1151,81,2.67,0,0
1152,12,0.1,0,0
1153,21,0.4,0,0
1154,55,0.9,0,1
1155,42,1.8,0,0
1156,81,0.4,0,1
1157,13,0.2,0,0
1158,132,0.6,0,0
1159,99,1,0,0
1160,23,0.2,0,1
1161,40,2,0,0
1162,181,1.4,1,0
1163,112,2.2,0,0
1164,138,7.8,0,0
1165,94,3.8,1,0
1166,113,1.7,0,0
1167,112,5,1,1
1168,190,3,0,0
1169,38,1.1,0,0
1170,32,1.4,0,0
1171,104,0.6,0,1
1172,43,1.9,0,0
1173,45,1.7,0,0
1174,35,1.7,0,0
1175,42,1.2,0,1
1176,58,0.8,0,1
1177,103,3.4,1,0
1178,71,3.3,1,0
1179,14,0.4,0,0
1180,98,1.2,0,1
1181,90,0.1,0,1
1182,65,0.2,0,0
1183,19,0.4,0,1
1184,35,1.7,0,1
1185,71,1.3,0,0
1186,31,0.5,0,0
1187,43,1.2,0,0
1188,24,1.5,0,0
1189,58,0.4,0,1
1190,115,0.4,0,0
1191,168,8,0,0
1192,128,1.5,0,1
1193,138,7,0,1
1194,81,1.7,0,1
1195,41,1.3,0,0
1196,123,2.9,1,0
1197,71,2.7,0,0
1198,8,0.4,0,1
1199,42,0.7,0,0
1200,62,2.5,0,0
1201,22,1,0,0
1202,38,1,0,0
1203,24,0.4,0,0
1204,50,2.4,0,0
1205,190,1.3,1,0
1206,94,3.1,0,0
1207,165,5.1,1,0
1208,43,1.2,0,1
1209,48,1.6,0,1
1210,52,2.7,0,1
1211,84,4.9,0,0
1212,131,0.9,0,0
1213,44,0.2,0,0
1214,78,0.2,0,0
1215,15,0.4,0,0
1216,38,1.9,0,1
1217,84,1.3,0,0
1218,122,0.3,0,0
1219,98,2.8,0,0
1220,80,2.67,0,0
1221,165,8,0,0
1222,121,3.3,0,1
1223,20,0.4,0,0
1224,11,0.2,0,0
1225,45,1.8,0,0
1226,118,2.8,1,0
1227,14,0.3,0,1
1228,30,0.2,0,0
1229,45,0.2,0,0
1230,80,2.67,0,0
1231,25,0.3,0,1
1232,144,2.5,0,1
1233,84,0.2,0,0
1234,22,0.4,0,0
1235,33,1.5,0,1
1236,60,2.6,0,0
1237,81,2.2,0,0
1238,169,6.8,1,1
1239,63,1.6,0,0
1240,12,0.7,0,1
1241,15,0.8,0,0
1242,39,0.5,0,1
1243,44,2,0,0
1244,110,4,0,0
1245,130,6.3,1,1
1246,41,1.4,0,0
1247,59,1.4,0,0
1248,39,0.8,0,0
1249,35,0,0,0
1250,80,2.6,0,1
1251,81,2.67,0,0
1252,31,0.8,0,0
1253,93,1.9,0,0
1254,45,1.5,0,0
1255,40,0.6,0,1
1256,80,1.6,0,1
1257,20,0.4,0,0
1258,41,0.5,0,1
1259,31,0.3,0,1
1260,35,0.2,0,0
1261,40,1.4,0,1
1262,84,1.8,0,0
1263,53,1.6,0,0
1264,85,4,0,0
1265,138,3.9,0,0
1266,71,1.75,0,0
1267,113,0.8,0,1
1268,23,1,0,0
1269,62,2.3,0,0
1270,14,0.2,0,1
1271,60,2.2,0,1
1272,94,0.8,0,0
1273,83,1.8,0,0
1274,130,6.3,1,1
1275,61,1.7,0,0
1276,92,3.1,0,0
1277,20,0.8,0,1
1278,194,8.8,0,0
1279,74,2.5,0,1
1280,84,0.4,0,0
1281,98,1.8,0,0
1282,52,2.33,0,0
1283,55,1.3,0,1
1284,64,3.4,0,0
1285,128,2.5,0,0
1286,113,1.7,1,1
1287,50,1.1,0,1
1288,54,2.2,0,0
1289,129,0.9,0,0
1290,82,0.4,0,0
1291,100,1.7,0,0
1292,44,2.2,0,0
1293,164,0.5,1,1
1294,81,3.7,0,1
1295,71,0.1,0,1
1296,28,0.5,0,0
1297,80,1.5,0,0
1298,90,1.9,0,0
1299,74,3.6,0,1
1300,14,0.7,0,0
1301,23,0.5,0,0
1302,153,1.7,0,1
1303,38,0.9,0,0
1304,112,2,0,0
1305,145,8.1,0,1
1306,28,0.3,0,0
1307,31,1.1,0,1
1308,195,6.33,0,1
1309,50,2,0,1
1310,71,2,0,0
1311,21,0.3,0,0
1312,35,0.8,0,0
1313,42,2.4,0,1
1314,78,3.6,0,0
1315,73,2.2,0,0
1316,53,1,0,0
1317,51,1.6,0,0
1318,40,2.3,0,0
1319,178,1,0,0
1320,35,0.3,0,1
1321,192,0,1,0
1322,123,5.4,0,0
1323,48,1.67,0,1
1324,45,0.6,0,0
1325,15,0.2,0,0
1326,79,0.3,0,0
1327,63,2,0,0
1328,30,0.2,0,0
1329,145,6.9,1,1
1330,32,1,0,0
1331,64,0.1,0,1
1332,84,0.1,0,0
1333,21,0.4,0,0
1334,99,1.7,0,0
1335,35,1.3,0,0
1336,180,1.7,0,1
1337,42,1.33,0,0
1338,179,2.1,1,0
1339,42,0.1,0,0
1340,180,9,1,0
1341,82,3.4,0,0
1342,55,0.7,0,0
1343,79,2.2,0,0
1344,48,0.6,0,1
1345,93,2.7,0,0
1346,23,0.2,0,0
1347,50,2.33,0,0
1348,85,2,0,0
1349,35,1.5,0,0
1350,171,6,1,0
1351,29,1.5,0,1
1352,84,1.8,0,1
1353,20,0.5,0,0
1354,14,0.4,0,1
1355,179,8.6,0,0
1356,48,0.8,0,0
1357,74,2.8,0,0
1358,53,1.4,0,0
1359,83,2.8,0,1
1360,171,2.1,0,0
1361,85,4.9,0,0
1362,38,0.9,0,0
1363,85,1.6,0,1
1364,79,0.1,0,0
1365,69,0.4,0,0
1366,43,0.9,0,1
1367,33,0.3,0,0
1368,42,0.1,0,1
1369,40,1.9,0,0
1370,43,1.8,0,0
1371,20,0.5,0,0
1372,65,2.5,0,0
1373,139,3.4,1,0
1374,135,0.3,1,0
1375,84,1.6,0,0
1376,179,2.9,1,1
1377,45,1.3,0,0
1378,109,2.5,0,0
1379,34,0.1,0,0
1380,162,1.3,0,0
1381,105,1.4,0,0
1382,22,0.2,0,0
1383,82,1.8,0,1
1384,105,1.7,0,0
1385,62,1.8,0,0
1386,82,2,0,1
1387,72,0,0,0
1388,38,1.7,0,1
1389,25,1,0,0
1390,20,0.75,0,0
1391,80,1.8,0,1
1392,84,1.1,0,0
1393,33,1,0,1
1394,55,0.9,0,0
1395,33,0.7,0,1
1396,190,0.3,1,0
1397,43,0.3,0,0
1398,45,0.1,0,0
1399,141,3.5,0,0
1400,69,2.4,0,0
1401,78,0.1,0,0
1402,84,3.7,0,0
1403,172,5.2,1,0
1404,51,0.2,0,1
1405,75,1.4,0,0
1406,183,3.1,1,1
1407,20,0.4,0,1
1408,101,3.9,1,0
1409,129,5.9,1,0
1410,63,3.2,0,0
1411,44,2.1,0,0
1412,184,5.4,1,1
1413,100,2,0,0
1414,12,0.4,0,0
1415,68,2.3,0,0
1416,48,1,0,0
1417,82,0.4,0,0
1418,52,2.5,0,0
1419,154,4.6,1,1
1420,39,1.5,0,1
1421,40,0.3,0,1
1422,54,1.9,0,0
1423,32,1,0,1
1424,64,2.3,0,0
1425,92,1.3,0,0
1426,40,2.5,0,1
1427,60,0.5,0,0
1428,85,1.3,0,1
1429,21,0.4,0,0
1430,35,0.6,0,0
1431,52,0.1,0,0
1432,128,7.4,0,0
1433,195,6.33,0,0
1434,68,1.5,0,1
1435,55,1.1,0,0
1436,55,0.2,0,0
1437,80,0.4,0,1
1438,123,0.8,0,0
1439,90,1.9,0,0
1440,61,1.4,0,0
1441,41,2.5,0,0
1442,43,1.6,0,0
1443,71,0.1,0,0
1444,25,1,0,0
1445,154,3,1,0
1446,141,2.4,0,0
1447,22,0.9,0,0
1448,145,6.8,0,0
1449,49,0.5,0,0
1450,109,2,0,0
1451,80,0.5,0,1
1452,82,1.4,0,1
1453,52,2.5,0,0
1454,85,2.5,0,1
1455,148,1,0,0
1456,160,2.1,0,1
1457,39,1.7,0,0
1458,25,0.8,0,1
1459,33,1.4,0,1
1460,38,2.5,0,0
1461,85,0.2,0,1
1462,48,0.2,0,0
1463,15,0.6,0,0
1464,94,0,0,0
1465,120,0.6,0,0
1466,60,0.7,0,0
1467,145,4.33,0,1
1468,29,0.7,0,0
1469,78,2.67,0,0
1470,59,1.2,0,0
1471,80,4.5,0,1
1472,180,1,0,1
1473,8,0.1,0,0
1474,23,1.5,0,0
1475,79,3.8,0,0
1476,78,3.8,0,0
1477,64,0,0,1
1478,64,0.2,0,1
1479,160,3.8,1,0
1480,43,1,0,0
1481,32,1.1,0,1
1482,179,0,0,0
1483,8,0.1,0,0
1484,63,1.6,0,0
1485,40,2.3,0,0
1486,99,2.2,0,0
1487,141,4.5,1,0
1488,159,1.5,0,1
1489,39,0.3,0,0
1490,99,1.7,0,0
1491,18,0.3,0,1
1492,38,0.3,0,1
1493,133,0,0,0
1494,84,2.8,0,1
1495,60,0,0,1
1496,178,5.4,1,0
1497,18,0.5,0,1
1498,73,0.8,0,0
1499,125,7.3,0,0
1500,91,4.3,1,1
1501,74,1.1,0,0
1502,35,0.3,0,1
1503,113,2,0,1
1504,52,2.2,0,0
1505,191,4.4,1,0
1506,18,0.3,0,1
1507,25,0,0,1
1508,50,1.9,0,0
1509,75,0.7,0,1
1510,92,4.5,0,1
1511,33,2,0,0
1512,65,2.2,0,0
1513,44,1.7,0,0
1514,183,1.4,0,0
1515,175,1.4,0,1
1516,28,1.5,0,1
1517,49,2.2,0,0
1518,45,1.8,0,0
1519,64,3,1,0
1520,22,0.1,0,0
1521,120,7.4,0,1
1522,175,6.7,0,0
1523,101,2.3,0,1
1524,104,1,0,0
1525,155,0.1,1,1
1526,58,2.4,0,0
1527,80,2.2,0,0
1528,45,1.8,0,0
1529,134,4.6,0,0
1530,58,2,0,0
1531,20,0.2,0,1
1532,25,1.5,0,0
1533,55,0.3,0,1
1534,155,1.3,0,0
1535,30,1.3,0,1
1536,39,0.4,0,1
1537,73,2,0,0
1538,41,1.3,0,0
1539,34,0.1,0,0
1540,21,0.9,0,0
1541,11,0.3,0,1
1542,154,6.9,0,0
1543,19,0.4,0,0
1544,101,2.4,0,0
1545,24,1,0,1
1546,131,2.7,0,0
1547,105,4,0,0
1548,52,1.2,0,0
1549,21,0.9,0,0
1550,45,1.4,0,0
1551,39,2,0,0
1552,192,2.8,0,1
1553,195,4.3,0,0
1554,83,0.7,0,0
1555,34,1,0,0
1556,49,1.7,0,0
1557,60,4,0,0
1558,41,1.8,0,0
1559,72,2.3,0,0
1560,102,3,1,0
1561,31,1.3,0,0
1562,73,1.5,0,0
1563,89,0,0,0
1564,19,0.7,0,1
1565,63,1.2,0,0
1566,104,1.2,0,0
1567,40,0.8,0,0
1568,92,0,0,0
1569,72,0.7,0,0
1570,44,1.9,0,0
1571,114,3.5,1,1
1572,73,2.4,0,0
1573,63,1.2,0,1
1574,69,0.8,0,1
1575,42,1.5,0,0
1576,88,2.7,0,0
1577,98,0.4,0,0
1578,65,3,1,0
1579,12,0.3,0,0
1580,122,3,1,1
1581,12,0,0,0
1582,24,0.2,0,1
1583,170,4.25,1,1
1584,184,2.3,1,1
1585,25,0.6,0,0
1586,131,2.7,0,0
1587,50,2.3,0,1
1588,21,0.4,0,0
1589,55,1.1,0,0
1590,124,0.2,1,0
1591,58,2.6,0,0
1592,72,2.8,0,0
1593,192,7,1,0
1594,83,1.8,0,0
1595,93,2.8,0,0
1596,38,1,0,0
1597,55,1.9,0,0
1598,11,0.1,0,1
1599,85,0.4,0,0
1600,124,4.9,0,0
1601,129,6,0,0
1602,180,4.3,0,0
1603,74,1.4,0,0
1604,138,7,1,0
1605,111,3.6,1,1
1606,83,0.8,0,0
1607,33,1.7,0,0
1608,21,0.7,0,0
1609,35,0.3,0,0
1610,105,0.8,0,1
1611,103,0.8,0,1
1612,75,2.3,0,0
1613,33,0.7,0,0
1614,52,1.7,0,0
1615,89,2.6,0,1
1616,63,2.5,0,0
1617,84,3.1,1,0
1618,44,2.1,0,0
1619,29,1,0,1
1620,29,0.3,0,0
1621,22,0.3,0,0
1622,53,2.2,0,0
1623,24,0.3,0,0
1624,153,1.3,0,0
1625,31,0.3,0,0
1626,21,0.7,0,0
1627,180,6.7,0,0
1628,82,0.7,0,1
1629,90,0.8,0,0
1630,154,7.4,1,0
1631,99,1.8,0,1
1632,153,2.6,1,1
1633,93,3.1,1,0
1634,53,0,0,0
1635,18,1.3,0,1
1636,70,2.9,0,0
1637,100,1.7,0,1
1638,193,6.3,1,0
1639,125,0,0,1
1640,68,0,0,0
1641,55,2,0,0
1642,152,3.6,1,0
1643,84,1.5,0,1
1644,13,0,0,0
1645,33,0.4,0,1
1646,89,1,0,0
1647,93,2.4,0,0
1648,68,1.8,0,0
1649,85,1.7,0,1
1650,73,0.8,0,0
1651,83,2.2,0,0
1652,158,6.3,1,0
1653,182,6,1,0
1654,24,0.9,0,1
1655,102,2,0,1
1656,53,2.8,0,0
1657,175,3.3,0,0
1658,28,1,0,0
1659,14,0.8,0,0
1660,139,4,1,1
1661,34,0.9,0,0
1662,64,1.5,0,1
1663,84,0.1,0,0
1664,42,0.5,0,0
1665,63,1.6,0,0
1666,100,1.2,0,1
1667,190,4.2,1,0
1668,22,1,0,0
1669,20,0.8,0,1
1670,21,1.4,0,1
1671,25,0.4,0,0
1672,20,1.1,0,0
1673,173,0.2,1,1
1674,81,2.5,0,1
1675,139,0.8,1,0
1676,119,3.9,0,0
1677,74,2.6,0,0
1678,42,1.5,0,0
1679,73,1.1,0,0
1680,114,5.2,1,0
1681,44,1,0,0
1682,141,4.33,0,0
1683,14,0,0,0
1684,33,0.4,0,0
1685,83,2,0,0
1686,89,0.8,0,0
1687,39,2.2,0,0
1688,83,2,0,1
1689,108,2,0,0
1690,21,1.3,0,1
1691,102,1.9,0,0
1692,48,1.6,0,1
1693,32,1.4,0,0
1694,43,0.2,0,0
1695,35,0.4,0,0
1696,184,6,0,0
1697,140,7.6,0,0
1698,32,0.7,0,1
1699,149,1.7,0,0
1700,15,0.6,0,1
1701,71,2.33,0,0
1702,108,1.8,0,0
1703,122,0.5,0,1
1704,40,0.1,0,0
1705,198,6.67,0,1
1706,79,1.4,0,1
1707,84,0.1,0,0
1708,31,0.4,0,1
1709,12,0.6,0,1
1710,88,1.6,0,1
1711,29,0.3,0,1
1712,201,6.33,0,0
1713,20,1.4,0,0
1714,15,1,0,0
1715,155,0.4,0,1
1716,25,0.2,0,0
1717,200,6.5,0,0
1718,101,2.7,0,0
1719,19,0.4,0,1
1720,188,6.5,0,1
1721,8,0.3,0,0
1722,59,2.3,0,0
1723,72,2.6,0,0
1724,55,1.5,0,0
1725,24,0.67,0,0
1726,19,1.3,0,0
1727,71,2.3,0,1
1728,54,1.5,0,1
1729,28,0.3,0,0
1730,25,0.4,0,0
1731,51,0.6,0,1
1732,125,2.4,1,0
1733,88,1.8,0,1
1734,125,2.2,0,0
1735,79,2.1,0,0
1736,31,0.4,0,1
1737,131,2.7,0,1
1738,70,0.2,0,0
1739,38,0.9,0,1
1740,83,2.5,0,1
1741,59,2.4,0,0
1742,121,4.7,0,0
1743,42,0.7,0,0
1744,32,1.8,0,0
1745,29,0.8,0,0
1746,40,1.1,0,1
1747,25,0.3,0,1
1748,21,0.4,0,1
1749,79,0.7,0,0
1750,52,2.1,0,0
1751,61,1.7,0,0
1752,25,0.2,0,0
1753,155,7.4,1,0
1754,25,0.4,0,0
1755,80,4.9,0,0
1756,55,1.7,0,1
1757,23,0,0,0
1758,60,1.2,0,1
1759,54,0.7,0,0
1760,44,0.8,0,0
1761,33,0,0,0
1762,45,2,0,1
1763,55,1.67,0,1
1764,134,5,0,1
1765,44,0.6,0,0
1766,149,7.2,0,0
1767,22,0.2,0,0
1768,74,2.33,0,0
1769,128,5.3,1,0
1770,62,2.2,0,0
1771,9,0.1,0,0
1772,9,0.7,0,0
1773,15,0.3,0,0
1774,28,0.8,0,0
1775,83,0.5,0,1
1776,73,0.8,0,0
1777,42,1.1,0,0
1778,34,0.7,0,1
1779,32,1,0,0
1780,68,2.8,0,0
1781,82,2.9,0,0
1782,19,0.7,0,1
1783,60,2.8,0,1
1784,192,1.7,0,0
1785,119,2,1,0
1786,190,4.5,0,0
1787,34,1.5,0,0
1788,44,0.2,0,1
1789,23,0.2,0,0
1790,171,0.7,1,1
1791,43,0.3,0,1
1792,139,0,0,1
1793,118,5.7,0,1
1794,113,0.8,1,0
1795,98,3.9,1,0
1796,70,2.9,0,1
1797,42,2.1,0,0
1798,143,8.6,0,1
1799,185,2.7,1,0
1800,28,0.4,0,0
1801,45,1.5,0,1
1802,78,2.6,0,0
1803,121,1.3,0,0
1804,59,1.6,0,0
1805,64,2.67,0,0
1806,15,0,0,0
1807,10,0.1,0,0
1808,61,0.4,0,0
1809,50,1.5,0,0
1810,79,2.1,0,0
1811,35,0.2,0,0
1812,11,0.5,0,0
1813,128,4.7,0,0
1814,55,0.9,0,1
1815,79,0.7,0,0
1816,18,0.4,0,1
1817,91,1.7,0,0
1818,9,0.2,0,1
1819,62,2.2,0,0
1820,59,1.6,0,0
1821,25,0.1,0,0
1822,54,1.3,0,0
1823,112,5.1,1,0
1824,125,0,0,1
1825,194,8.3,1,1
1826,161,5.8,1,0
1827,35,0.2,0,0
1828,113,2.7,0,1
1829,25,0.3,0,0
1830,45,2,0,0
1831,119,7.8,0,0
1832,30,0.4,0,1
1833,79,3.8,0,0
1834,178,0.8,1,0
1835,23,0.3,0,0
1836,171,1.4,0,1
1837,74,1.9,0,0
1838,103,1,0,1
1839,99,4,0,0
1840,43,1.3,0,1
1841,23,0.4,0,0
1842,91,0.1,0,1
1843,93,2.7,0,0
1844,154,6,0,0
1845,21,0.1,0,1
1846,65,2.2,0,0
1847,15,0.1,0,0
1848,52,2.6,0,0
1849,30,1.3,0,1
1850,42,1.6,0,0
1851,20,0.3,0,0
1852,60,2.2,0,1
1853,54,1.8,0,0
1854,60,2.6,0,0
1855,41,1,0,0
1856,30,0.7,0,1
1857,21,1,0,0
1858,105,0.8,0,1
1859,65,2.8,0,0
1860,20,0.4,0,0
1861,179,4.9,1,0
1862,161,2.9,0,1
1863,82,3.7,0,0
1864,43,1.2,0,0
1865,61,2.8,0,0
1866,90,1.8,0,0
1867,90,2.6,0,0
1868,21,0.4,0,0
1869,118,5.4,0,1
1870,44,2,0,0
1871,110,4.1,1,0
1872,99,1.8,0,0
1873,98,1.1,0,0
1874,69,0.7,0,0
1875,82,0.9,0,1
1876,112,2.5,0,0
1877,123,2.9,0,0
1878,78,2.67,0,0
1879,59,0.8,0,0
1880,78,1.7,0,0
1881,49,1.9,0,0
1882,82,2.67,0,0
1883,125,0.6,1,1
1884,185,2.9,0,0
1885,163,7.4,0,0
1886,19,1.1,0,1
1887,115,1.7,0,0
1888,81,2,0,1
1889,93,2.8,0,0
1890,111,0.3,1,0
1891,184,8.1,0,0
1892,50,2.2,0,0
1893,55,1.7,0,1
1894,13,0.4,0,0
1895,29,0.1,0,1
1896,72,2.6,0,0
1897,83,2.6,0,1
1898,98,0.1,0,0
1899,43,0.1,0,0
1900,34,0.2,0,0
1901,10,0.4,0,0
1902,201,6.67,0,0
1903,85,1.2,0,1
1904,50,1.4,0,0
1905,91,0,0,0
1906,112,2,0,0
1907,98,0.4,0,0
1908,115,0.3,0,0
1909,22,0.5,0,0
1910,101,1.7,0,1
1911,83,3.8,0,0
1912,52,0.5,0,0
1913,191,4.8,1,0
1914,134,0.9,1,0
1915,54,1.6,0,0
1916,69,2.1,0,0
1917,64,1.6,0,0
1918,53,1.67,0,0
1919,118,6,1,1
1920,19,1.4,0,1
1921,31,0.4,0,0
1922,63,0.8,0,1
1923,25,1.4,0,0
1924,22,0.2,0,0
1925,78,1.8,0,0
1926,81,0.3,0,0
1927,41,2.4,0,0
1928,62,2.3,0,0
1929,35,1.2,0,0
1930,30,0.6,0,0
1931,51,1,0,0
1932,140,2,0,0
1933,73,2.4,0,0
1934,40,1.2,0,0
1935,69,0.8,0,1
1936,191,4.8,1,1
1937,82,3,0,0
1938,181,3.3,1,0
1939,38,1.9,0,0
1940,23,0.2,0,0
1941,55,1.8,0,0
1942,58,3.2,0,0
1943,29,0.5,0,0
1944,39,2.6,0,0
1945,39,1.9,0,1
1946,30,1.5,0,0
1947,58,2,0,1
1948,62,1.8,0,0
1949,62,2.4,0,0
1950,19,1.2,0,0
1951,38,1.5,0,0
1952,84,2,0,1
1953,78,2.6,0,0
1954,22,0.2,0,0
1955,81,2,0,0
1956,32,0.5,0,0
1957,89,0.8,0,0
1958,121,3.3,0,0
1959,42,1.5,0,1
1960,130,1,0,0
1961,30,0,0,0
1962,114,4.9,0,0
1963,155,6.33,0,0
1964,50,1.1,0,1
1965,34,1.5,0,1
1966,94,0.5,0,0
1967,114,2.4,0,0
1968,89,0.5,0,1
1969,49,1.4,0,0
1970,115,2,0,1
1971,148,1.5,0,1
1972,72,1.1,0,1
1973,114,2.1,0,0
1974,11,0,0,0
1975,63,0.2,0,0
1976,113,0.2,0,1
1977,80,1.8,0,0
1978,54,0.5,0,1
1979,32,1.4,0,0
1980,11,1,0,0
1981,141,2.4,0,0
1982,84,3,0,0
1983,18,0.1,0,0
1984,20,0.3,0,0
1985,55,1.7,0,0
1986,31,0.4,0,0
1987,114,0.4,0,0
1988,52,2,0,1
1989,18,0.3,0,0
1990,55,1.8,0,0
1991,29,0.2,0,1
1992,30,0.5,0,0
1993,38,0.8,0,1
1994,122,3.1,0,0
1995,183,6,0,0
1996,41,2.4,0,0
1997,38,1.4,0,0
1998,61,1.8,0,0
1999,103,4,1,0
2000,80,2.4,0,0
2001,22,0.1,0,0
2002,128,3.25,1,1
2003,142,4.2,1,0
2004,124,4.7,0,1
2005,44,1.9,0,0
2006,170,6.5,1,1
2007,75,0.1,0,1
2008,78,2,0,1
2009,31,1.1,0,0
2010,99,1.9,0,0
2011,41,1.5,0,0
2012,39,0,0,0
2013,51,1.4,0,1
2014,52,0.8,0,0
2015,169,5.67,1,1
2016,141,0.8,0,0
2017,93,0.8,0,0
2018,14,1,0,0
2019,160,2.1,0,1
2020,44,0.2,0,0
2021,33,0.2,0,0
2022,103,4.8,1,0
2023,71,1.8,0,0
2024,55,0.2,0,0
2025,113,0.2,1,0
2026,79,2,0,0
2027,80,0.7,0,0
2028,179,0,0,0
2029,9,0,0,0
2030,61,2,0,0
2031,111,3.9,0,1
2032,80,0.5,0,0
2033,32,0.2,0,1
2034,83,0.3,0,1
2035,91,1.9,0,0
2036,29,1,0,1
2037,19,0.67,0,0
2038,52,1,0,1
